"Sr","INDEX","DATE","..MAX","..MIN","AW","..R.F","SLP","MSP","DPT","RH","VP"
"12627",42920,2004-06-28,31,22.5,7,0,940.85,1001.7,21.2,70.5,251.5
"12628",42920,2004-06-29,31.3,22.5,8,0,941.3,1002.65,21.5,84.5,256.5
"12629",42920,2004-06-30,30.9,22.9,8,2.6,940,1001.4,21.9,88.5,262.5
"12630",42920,2004-07-01,26.3,22.4,6,9.2,939.8,1001.25,21.95,90,263.5
"12631",42920,2004-07-02,26.4,22,5,14.5,937.9,998.75,21.95,79.5,263.5
"12632",42920,2004-07-03,29.7,22.4,6,0,937.25,998.25,21.8,81.5,261
"12633",42920,2004-07-04,29,21.9,6,0.2,937.2,998.2,22.25,83.5,268.5
"12634",42920,2004-07-05,30.4,22.4,7,0,937.2,998.3,21.75,83.5,260
"12635",42920,2004-07-06,29.2,22.2,7,3.7,939.65,1000.8,22,83.5,265
"12636",42920,2004-07-07,27.8,21.8,8,0.2,940.45,1001.6,20.65,74.5,243.5
"12637",42920,2004-07-08,29,22.5,8,0,940.9,1002.25,21.8,84,261.5
"12638",42920,2004-07-09,30.2,21.9,8,0,940.8,1001.95,20.9,75.5,247
"12639",42920,2004-07-10,28.8,21.8,7,0.2,939.65,1000.8,21.2,78.5,251.5
"12640",42920,2004-07-11,28,22.2,7,0.4,939.55,1000.45,21.4,74.5,255
"12641",42920,2004-07-12,29.9,22.9,8,0,939.8,1000.75,22,78.5,264.5
"12642",42920,2004-07-13,28.7,22.2,7,0.2,940.35,1001.8,21.55,87.5,262
"12643",42920,2004-07-14,29.8,21.7,6,5.8,938.5,999.35,21.55,76,257
"12644",42920,2004-07-15,29.8,21.4,6,0,937.25,998.15,21.3,76.5,253.5
"12645",42920,2004-07-16,29.3,22.5,7,0,937.5,998.3,22.15,78,267
"12646",42920,2004-07-17,30.5,22.9,4,0.9,937.8,998.55,22.3,79.5,269
"12647",42920,2004-07-18,31,22.9,6,0.2,938.55,999.6,21.25,77.5,252.5
"12648",42920,2004-07-19,29.7,22.4,7,0.2,938.05,999.1,21.15,78,251
"12649",42920,2004-07-20,28.4,22.5,8,0.2,938.45,999.35,22.6,80.5,274
"12650",42920,2004-07-21,30.4,22.5,8,0.3,939.6,1000.7,21.5,78.5,256.5
"12651",42920,2004-07-22,28,21.5,6,1.4,940.4,1001.55,21.45,77,255.5
"12652",42920,2004-07-23,29.4,20.4,5,0.2,940.3,1001.55,20.85,76.5,246.5
"12653",42920,2004-07-24,31,22,6,0,939.15,1000.05,20.75,74,245
"12654",42920,2004-07-25,30.9,23.2,6,0,938.85,1000.1,20.9,81,247
"12655",42920,2004-07-26,27,21.7,5,4.1,938.5,1000.15,21,89.5,249
"12656",42920,2004-07-27,23,20.4,4,6.5,938.35,999.8,21.7,89,259.5
"12657",42920,2004-07-28,25.8,21.5,4,2.4,937.6,999.05,21.45,88,255.5
"12658",42920,2004-07-29,25.5,21.3,5,12.3,937.9,999.4,21.75,94,260.5
"12659",42920,2004-07-30,25.2,20.7,7,32.4,938.9,1000.65,20.25,90.5,237.5
"12660",42920,2004-07-31,24.3,20.6,8,17.5,939.85,1001.55,21.15,90.5,251
"12661",42920,2004-08-01,25.4,21,9,10.6,938.3,1000,20.95,92.5,248
"12662",42920,2004-08-02,25.2,20.7,7,34.5,935.75,997.3,21.65,97.5,258.5
"12663",42920,2004-08-03,24.8,21,5,89.3,934.6,996.25,21.35,99,254
"12664",42920,2004-08-04,23.4,20.5,6,57.9,933.1,994.15,22.65,96,275
"12665",42920,2004-08-05,25.4,21.6,7,2.7,933.45,994.4,21.4,86,254.5
"12666",42920,2004-08-06,25.5,21.6,6,3.7,935.9,996.95,21.2,83,251.5
"12667",42920,2004-08-07,26.6,21.8,8,3.8,938.25,999.55,21.25,83,252.5
"12668",42920,2004-08-08,26.8,21.5,9,5,939.7,1000.95,21.3,83,250.5
"12669",42920,2004-08-09,26.9,21.8,7,3.6,940.35,1001.7,21.25,84,252.5
"12670",42920,2004-08-10,25.6,21.7,7,5.2,940.35,1002,20.7,87,244.5
"12671",42920,2004-08-11,27,20.9,9,24.2,938.35,1000.25,21.65,99,258.5
"12672",42920,2004-08-12,23.2,20.4,7,50.9,938.55,1000.1,21.85,92,261.5
"12673",42920,2004-08-13,25.3,21.8,8,1.5,939.2,1000.65,21.6,86.5,258
"12674",42920,2004-08-14,25.9,21.4,6,3,939.15,1000.9,21,91.5,249
"12675",42920,2004-08-15,24,21,5,48.6,939.15,1000.9,21.45,95.5,255.5
"12676",42920,2004-08-16,24.9,21.4,7,18,939.1,1000.65,21.2,87.5,251
"12677",42920,2004-08-17,24.5,21.4,6,5.7,940.45,1002.05,21.1,87.5,250.5
"12678",42920,2004-08-18,26.9,20.8,6,2,942.35,1004.2,21.75,92.5,260.5
"12679",42920,2004-08-19,26.6,21.4,4,4.7,940.45,1002.1,21.6,91.5,258
"12680",42920,2004-08-20,26.5,21.4,5,2.2,939.45,1000.9,21,86.5,248.5
"12681",42920,2004-08-21,27.3,21,4,3.6,939.9,1001.6,21.4,93,254.5
"12682",42920,2004-08-22,25.7,20.6,5,11.7,940.7,1002.6,20.15,87,236
"12683",42920,2004-08-23,25.4,21,7,1,940.65,1002.1,20.55,82,242
"12684",42920,2004-08-24,25.7,20.6,6,1,941.6,1003.25,21.1,88.5,250.5
"12685",42920,2004-08-25,26.9,20.6,6,2.4,942.35,1003.85,21.2,81,251.5
"12686",42920,2004-08-26,27.1,20.8,7,0,941.8,1003.2,20.55,77,242
"12687",42920,2004-08-27,28.4,21.6,7,0,941.45,1002.9,19.65,75.5,228.5
"12688",42920,2004-08-28,27.9,20.5,6,0,941.65,1003.05,19.95,73.5,233
"12689",42920,2004-08-29,28.6,21,7,0,942.25,1003.65,19.6,71.5,228
"12690",42920,2004-08-30,28.7,19.5,6,0,942.45,1003.95,20.5,77,241
"12691",42920,2004-08-31,28.8,20.6,6,0,942.6,1004,19.6,71.5,228
"12692",42920,2004-09-01,29.4,20.4,7,0,941.7,1006.85,20,74.5,234
"12693",42920,2004-09-02,29,19.8,4,0,943.05,1008.35,21.25,80.5,252.5
"12694",42920,2004-09-03,30.7,20,3,0.3,944.65,1010,20.75,77,245
"12695",42920,2004-09-04,30.4,19.5,4,0,942.85,1008,19.7,71,229.5
"12696",42920,2004-09-05,30.4,20.4,4,0,941.45,1006.6,19.95,73,233
"12697",42920,2004-09-06,29.6,21.8,3,0.2,941.55,1006.9,20.15,78.5,236.5
"12698",42920,2004-09-07,28.1,20.2,3,4.8,941.5,1006.85,22,87.5,264.5
"12699",42920,2004-09-08,29,20.5,2,16,941.5,1006.85,23.05,92,282
"12700",42920,2004-09-09,29.5,22,3,1,941.1,1006.45,20.95,81,248
"12701",42920,2004-09-10,29.2,21.5,5,0,942.45,1008.2,19.6,81.5,228
"12702",42920,2004-09-11,29.2,18.8,5,0.8,941.85,1007.7,20.8,93,246
"12703",42920,2004-09-12,24.2,18.7,3,5.8,941.7,1007.15,21,84.5,248.5
"12704",42920,2004-09-13,27.9,18.6,2,3.1,944.6,1010.25,21.2,82.5,251.5
"12705",42920,2004-09-14,29.2,18.7,3,0,944.6,1010.5,20.45,86,240.5
"12706",42920,2004-09-15,28.9,19,3,12.8,942.25,1007.7,20.5,78,241
"12707",42920,2004-09-16,29,19.8,4,0.3,943,1008.3,20.6,77.5,242.5
"12708",42920,2004-09-17,28,18.8,3,1.4,944,1009.25,20.85,76.5,246.5
"12709",42920,2004-09-18,29.9,20,3,0,942.85,1007.85,21.3,74.5,253
"12710",42920,2004-09-19,30.8,22.3,4,0,942,1007.55,22.1,91,266
"12711",42920,2004-09-20,30.3,22,3,21.8,942.4,1007.75,22,85.5,264.5
"12712",42920,2004-09-21,31,22,4,0,942.05,1007.1,21.85,78.5,262
"12713",42920,2004-09-22,30.9,22.1,4,0,942.1,1007.35,22.2,83.5,268
"12714",42920,2004-09-23,27.8,22.3,1,0.1,941.9,1006.85,22.2,78,268
"12715",42920,2004-09-24,31.7,21.2,2,0.6,942.65,1007.8,21.1,77,250
"12716",42920,2004-09-25,33,20.5,3,5.6,942.4,1008.45,21.3,96.5,253
"12717",42920,2004-09-26,31,20,2,42.2,944.1,1009.75,22.1,91,266.5
"12718",42920,2004-09-27,30.1,21.4,1,0.3,945.1,1010.95,21.05,89,249.5
"12719",42920,2004-09-28,32.7,20,2,22.4,942.6,1008.2,21.35,86.5,254
"12720",42920,2004-09-29,32.4,20.2,2,6.3,943,1008.2,22.25,82,268.5
"12721",42920,2004-09-30,31.5,22,1,1.8,945,1010.45,22.85,86.5,278.5
"12722",42920,2004-10-01,31.7,20.9,2,1.6,945.45,1010.7,22.75,81,276.5
"12723",42920,2004-10-02,31.7,19.8,2,1,944.4,1009.75,21.15,79,251
"12724",42920,2004-10-03,30.6,20.7,1,0,942.9,1008.75,21.3,92.5,253
"12725",42920,2004-10-04,28.9,20.7,2,97.5,942.55,1007.9,22.15,87,266.5
"12726",42920,2004-10-05,29.8,20.2,3,0.6,942,1007.35,21.65,82,258.5
"12727",42920,2004-10-06,29,20,3,0,942.7,1007.9,21.65,81,259
"12728",42920,2004-10-07,30.3,20.5,3,0.2,943.15,1008.35,20.95,76,247.5
"12729",42920,2004-10-08,29.5,21.5,3,0,944,1009.25,21.85,81.5,262
"12730",42920,2004-10-09,30.7,20.8,3,21.9,945.65,1011.2,21.3,82.5,253
"12731",42920,2004-10-10,30.4,20.3,2,0,946.05,1011.75,19.15,71,221.5
"12732",42920,2004-10-11,30,21,3,0,946.05,1011.65,21.15,80,250.5
"12733",42920,2004-10-12,28.7,17.2,2,0,946.25,1011.85,17.7,68,202.5
"12734",42920,2004-10-13,31.5,17.9,1,0,946.7,1011.95,19,64.5,220
"12735",42920,2004-10-14,31.6,17.2,1,0,947.5,1013.05,16,58.5,183.5
"12736",42920,2004-10-15,31.9,16,1,0,947.75,1013.6,15.55,62,178.5
"12737",42920,2004-10-16,30.5,14.5,1,0,947.4,1013.15,15.9,62,181
"12738",42920,2004-10-17,30.6,15,1,0,947.65,1013.5,13.65,57,158
"12739",42920,2004-10-18,29.9,14,1,0,947.2,1013.05,12.55,51.5,146
"12740",42920,2004-10-19,30.5,13.4,2,0,946.65,1012.55,10.35,46,126.5
"12741",42920,2004-10-20,30,13.2,2,0,946.4,1012.2,10.75,46.5,129.5
"12742",42920,2004-10-21,30.3,13.7,2,0,947.3,1013.1,11.55,47.5,136.5
"12743",42920,2004-10-22,31,12.7,2,0,948.1,1013.95,11.85,48,139.5
"12744",42920,2004-10-23,31.2,14.1,2,0,947.4,1013.15,14.7,56,167
"12745",42920,2004-10-24,32.2,14.5,1,0,947.35,1013.05,14.45,53,165
"12746",42920,2004-10-25,31.8,16.6,2,0,948.4,1014.15,13.85,53,158.5
"12747",42920,2004-10-26,31.7,14.9,2,0,948.5,1014.35,13.6,53.5,155.5
"12748",42920,2004-10-27,31.4,14.5,1,0,947.95,1013.9,12.3,50,143
"12749",42920,2004-10-28,31.2,14.5,1,0,946.8,1012.7,14.35,55.5,164
"12750",42920,2004-10-29,31.6,17.7,1,0,946.8,1012.9,18.1,77,208.5
"12751",42920,2004-10-30,30.6,17,1,1.2,946.95,1012.75,15.7,61,178.5
"12752",42920,2004-10-31,28,14.6,1,0,946.8,1012.65,12.75,51.5,147.5
"12753",42920,2004-11-01,30.4,17.5,2,0,947.05,1012.75,14.75,54,168
"12754",42920,2004-11-02,30.6,16.5,2,0,947.3,1013,16.25,60,185
"12755",42920,2004-11-03,31.8,17.5,2,0,948.35,1014.4,15.2,62.5,173
"12756",42920,2004-11-04,29.4,17.2,1,0,947.3,1013,13.3,50.5,152.5
"12757",42920,2004-11-05,30,14.5,2,0,946.8,1012.6,12.4,50,144
"12758",42920,2004-11-06,30.1,13.4,2,0,946.55,1012.55,11.1,49.5,132.5
"12759",42920,2004-11-07,30.2,12.4,2,0,945.45,1011.15,13.05,51.5,151
"12760",42920,2004-11-08,32.9,16.6,1,0,945.1,1010.6,16.15,60.5,188
"12761",42920,2004-11-09,33.3,18.9,2,0.4,945.2,1010.65,18.9,72.5,218
"12762",42920,2004-11-10,33,20.3,2,0,946.45,1012.45,20.85,87.5,246.5
"12763",42920,2004-11-11,32.4,18,1,12.4,946.15,1012.1,20.05,82,234.5
"12764",42920,2004-11-12,31.5,19.5,1,0.8,947.4,1013.05,20.35,75.5,239
"12765",42920,2004-11-13,32,19.5,1,0,948.4,1013.95,20.35,73.5,239.5
"12766",42920,2004-11-14,32.5,19.7,1,0.6,948,1013.3,20.2,70,237
"12767",42920,2004-11-15,32.5,19.5,1,0,948,1013.55,18.6,65.5,214
"12768",42920,2004-11-16,32.9,17.6,1,0,947.45,1013,15.45,61,177.5
"12769",42920,2004-11-17,32.5,15.1,1,0,947.95,1013.8,12.6,52.5,147
"12770",42920,2004-11-18,31.9,14.5,1,0,947.9,1013.75,13.05,49.5,151
"12771",42920,2004-11-19,32,13.7,1,0,947.9,1014,13.25,58.5,152.5
"12772",42920,2004-11-20,32.4,13.2,1,0,948.1,1014.3,12.4,56.5,144
"12773",42920,2004-11-21,31.7,12.5,1,0,948.05,1014.25,12.35,54,143.5
"12774",42920,2004-11-22,30.6,12.4,1,0,947.5,1013.7,11.75,52.5,138
"12775",42920,2004-11-23,31,12.4,1,0,947.45,1013.75,11.3,54.5,132.5
"12776",42920,2004-11-24,30.9,12.6,1,0,946.75,1013,11.7,54,137.5
"12777",42920,2004-11-25,31.3,12.3,2,0,948,1014.4,9.45,48.5,118.5
"12778",42920,2004-11-26,30.3,11.6,2,0,949.05,1015.5,8.7,46,112.5
"12779",42920,2004-11-27,29.8,11,2,0,949.35,1015.35,9.9,52.5,122
"12780",42920,2004-11-28,30,11.7,2,0,950.95,1017.55,9.8,50,121.5
"12781",42920,2004-11-29,29.9,11.9,2,0,950,1016.65,10.45,52.5,126.5
"12782",42920,2004-11-30,29.4,10.9,1,0,948,1014.55,11.45,59.5,135
"12783",42920,2004-12-01,29.4,10.2,1,0,947.7,1014.5,10.05,55,123.5
"12784",42920,2004-12-02,29.4,11.5,1,0,949.95,1016.8,10.3,58,125
"12785",42920,2004-12-03,29.3,10.5,2,0,951.35,1018.3,9.85,55,121.5
"12786",42920,2004-12-04,28.6,10,2,0,950.25,1017.1,10.1,54.5,123.5
"12787",42920,2004-12-05,28.6,9.5,2,0,949.25,1015.95,10.05,52,124
"12788",42920,2004-12-06,30.6,9.5,1,0,950,1016.85,10.95,60,131
"12789",42920,2004-12-07,31,11,1,0,950.55,1017.2,11.1,57,132.5
"12790",42920,2004-12-08,30.7,10.9,2,0,949.8,1016.35,10,48.5,123
"12791",42920,2004-12-09,30,10.2,2,0,948.45,1015,10.15,56,124
"12792",42920,2004-12-10,30.7,10.4,2,0,949,1015.55,7.55,45.5,104.5
"12793",42920,2004-12-11,31.6,9.8,2,0,949.3,1016.05,8.4,49,110.5
"12794",42920,2004-12-12,31.2,9.8,2,0,949.75,1016.5,8.35,47,110.5
"12795",42920,2004-12-13,29.2,8.7,2,0,949.6,1016.7,8.25,50.5,110
"12796",42920,2004-12-14,28.3,9.5,2,0,947.55,1014.3,9.9,54,122
"12797",42920,2004-12-15,28.9,9.8,2,0,946.55,1013.25,10.25,60,124.5
"12798",42920,2004-12-16,30.1,10.7,2,0,947.35,1013.85,10.65,56.5,128
"12799",42920,2004-12-17,31.4,10.6,1,0,949.25,1016.05,10.7,59.5,133.5
"12800",42920,2004-12-18,30.6,9.6,1,0,948.3,1015.15,8.95,53.5,114.5
"12801",42920,2004-12-19,30.3,8.8,1,0,945.35,1011.85,8.75,50.5,112.5
"12802",42920,2004-12-20,31.3,9.9,1,0,944.2,1010.65,9.5,51,120.5
"12803",42920,2004-12-21,28.4,11.2,3,0,943.9,1010.45,13.05,71.5,150
"12804",42920,2004-12-22,28.4,11.5,2,0,944.8,1011.55,13.5,72.5,154.5
"12805",42920,2004-12-23,27.5,11.9,2,0,945.7,1012.45,11.85,66.5,139.5
"12806",42920,2004-12-24,29.1,11.9,2,0,946.95,1013.35,13.65,67,156.5
"12807",42920,2004-12-25,29.4,12.8,1,0,948.45,1015.15,12.65,64,146.5
"12808",42920,2004-12-26,28,12.2,2,0,946.55,1013.3,12.3,65.5,143
"12809",42920,2004-12-27,29,11.6,1,0,945.9,1012.4,12.7,65.5,148.5
"12810",42920,2004-12-28,30.4,13,1,0,947.25,1013.7,13.65,64.5,156.5
"12811",42920,2004-12-29,30.1,13.5,1,0,947.15,1013.7,13.85,66,158.5
"12812",42920,2004-12-30,30.1,15,2,0,945.95,1012.1,12.55,57,145.5
"12813",42920,2004-12-31,30.6,15.4,1,0,946.15,1012.45,15.1,69,171
"12814",42920,2005-01-01,29.4,17.2,6,0,947.4,1013.9,13.4,65,154
"12815",42920,2005-01-02,26.2,10,3,0,946.8,1013.7,11.1,62.5,132.5
"12816",42920,2005-01-03,26.8,11.9,2,0,947.25,1013.8,12.55,63,146.5
"12817",42920,2005-01-04,28.4,12.5,2,0,949.35,1016.1,13.55,65.5,155.5
"12818",42920,2005-01-05,30.3,13.6,2,0,948.65,1014.95,13.7,63.5,157
"12819",42920,2005-01-06,31.9,13,1,0,947.7,1013.75,12.25,58,143
"12820",42920,2005-01-07,30.5,11,2,0,948,1014.45,7.95,46.5,110
"12821",42920,2005-01-08,31,11.5,2,0,948.1,1014.3,10.65,52,128.5
"12822",42920,2005-01-09,30.1,11.1,2,0,947.35,1014,8.75,55,114
"12823",42920,2005-01-10,31.2,9.4,2,0,944.75,1011.75,8.25,57,109
"12824",42920,2005-01-11,27,10,4,0,946.05,1012.75,11.05,65,132
"12825",42920,2005-01-12,27.5,9.1,2,0,948.25,1015.3,9.95,61,122
"12826",42920,2005-01-13,25.9,9.1,2,0,947.55,1014.45,7.65,53,104.5
"12827",42920,2005-01-14,29.5,9,1,0,945.8,1012.5,9.25,59,116.5
"12828",42920,2005-01-15,30.4,10.5,1,0,945.3,1011.75,7.75,53.5,106.5
"12829",42920,2005-01-16,30.7,11.4,2,0,945.25,1011.75,8.6,52.5,111.5
"12830",42920,2005-01-17,29.6,9.9,3,0,946.1,1013.05,6.45,46.5,96
"12831",42920,2005-01-18,25.7,7.6,3,0,947.55,1015.05,3,47,76
"12832",42920,2005-01-19,25.6,6,0,0,948.55,1016.25,4.05,48,67
"12833",42920,2005-01-20,25.4,6.2,2,0,948.95,1016.1,6.15,48,94.5
"12834",42920,2005-01-21,28.5,10.4,2,0,949.1,1015.75,7.7,46.5,105
"12835",42920,2005-01-22,31.2,13,2,0,947.3,1013.95,8.7,51,113.5
"12836",42920,2005-01-23,30.3,9.8,1,0,946.3,1013.1,6.35,46.5,95.5
"12837",42920,2005-01-24,29.9,10.4,2,0,946.95,1013.7,8.25,49.5,110
"12838",42920,2005-01-25,28,11.5,2,0,945.8,1011.95,9.8,50,121.5
"12839",42920,2005-01-26,31.3,13.7,2,0,944.2,1010.45,10.75,56.5,129
"12840",42920,2005-01-27,30.5,12.4,2,0,943.6,1010,8.85,54,114.5
"12841",42920,2005-01-28,29.4,14.3,4,1.3,943.75,1010,12,61.5,140.5
"12842",42920,2005-01-29,26.2,11.5,2,0,942.95,1009.5,9.6,58,119
"12843",42920,2005-01-30,28.4,10,3,0,943.45,1009.9,8.9,57,117.5
"12844",42920,2005-01-31,27.6,14.5,4,1.4,946.1,1013,12.5,70.5,145.5
"12845",42920,2005-02-01,23.7,13.4,2,0,949.3,1016.15,10.7,62,130.5
"12846",42920,2005-02-02,25.5,8.4,2,0,948.05,1015.15,7.65,55,105
"12847",42920,2005-02-03,28.6,10,2,0,947,1013.6,8.05,48,107.5
"12848",42920,2005-02-04,28.4,11.8,2,0,946.3,1012.5,10.4,55,126
"12849",42920,2005-02-05,31.8,13,2,0,945.6,1011.55,9.3,50.5,118.5
"12850",42920,2005-02-06,33.4,13.5,2,0,946.65,1012.85,9.2,46,116.5
"12851",42920,2005-02-07,30.5,14,4,0,948.8,1016.3,14.4,88,164
"12852",42920,2005-02-08,30.6,13.1,5,0,948.15,1014.45,12.9,60.5,148.5
"12853",42920,2005-02-09,31.2,14.2,2,0,948.8,1014.35,8.85,44,115.5
"12854",42920,2005-02-10,34.6,12.8,1,0,949,1014.75,5.45,34.5,90.5
"12855",42920,2005-02-11,35.2,13.5,2,0,949.7,1015.55,7.95,43.5,109
"12856",42920,2005-02-12,35.4,15.2,2,0,949.55,1015.35,8.95,45.5,117
"12857",42920,2005-02-13,35,13.7,2,0,948.25,1013.9,10.05,44.5,123
"12858",42920,2005-02-14,34.7,13.9,1,0,946,1011.65,6.55,38,98
"12859",42920,2005-02-15,35.8,12.7,3,0,945.2,1010.9,6.15,39,95
"12860",42920,2005-02-16,33.5,16,7,0,944.05,1009.55,15.75,59.5,179
"12861",42920,2005-02-17,30.9,15,7,0,944.8,1010.75,13.45,59.5,154.5
"12862",42920,2005-02-18,28.9,14.7,7,0,945.2,1011.85,11.2,57,134
"12863",42920,2005-02-19,26,13.5,8,0,946.45,1013.2,7.95,51,107.5
"12864",42920,2005-02-20,27.2,8.1,4,0,946.5,1013.1,-0.95,26.5,56.5
"12865",42920,2005-02-21,28.9,8.4,2,0,945.25,1011.65,0.8,30,64.5
"12866",42920,2005-02-22,29.6,7.7,3,0,947.6,1014.35,3.65,38.5,79.5
"12867",42920,2005-02-23,27.8,9.5,2,0,947.05,1013.4,5.55,38.5,90.5
"12868",42920,2005-02-24,32,12,2,0,946.85,1012.75,8.8,44,113
"12869",42920,2005-02-25,33.8,14.3,2,0,946.75,1012.15,8.65,38.5,112
"12870",42920,2005-02-26,35,15.5,2,0,946.65,1011.9,9.3,39.5,117.5
"12871",42920,2005-02-27,35.4,16.5,2,0,945.25,1010.45,11.7,43,137.5
"12872",42920,2005-02-28,35.4,18.4,2,0,944.5,1009.35,12.7,40.5,147
"12873",42920,2005-03-01,35.1,18.6,3,0,945.65,1010.65,13.9,47.5,159.5
"12874",42920,2005-03-02,35.3,19.2,3,0,947.3,1012.5,12.9,45,149.5
"12875",42920,2005-03-03,35,16.7,3,0,947.1,1012.45,9.6,39,119.5
"12876",42920,2005-03-04,35.2,18.2,4,0,947.15,1012.4,13.35,47,153.5
"12877",42920,2005-03-05,34.4,16.7,4,0,949.2,1014.7,9.95,41.5,123
"12878",42920,2005-03-06,34.4,16.3,4,0,948.7,1014,9.8,36.5,121
"12879",42920,2005-03-07,32.8,16,3,0,947.9,1013.65,11.65,47,137
"12880",42920,2005-03-08,31.6,17.1,5,0,948.15,1014,12.4,53,146.5
"12881",42920,2005-03-09,31.3,16,3,0.2,947.9,1013.65,12.9,58,152.5
"12882",42920,2005-03-10,32.3,13.2,4,0,947.55,1013.4,10.3,45.5,125
"12883",42920,2005-03-11,31.3,13,4,0,945.85,1011.25,9.3,40,117.5
"12884",42920,2005-03-12,32.4,14,3,0,946.05,1011.35,7.4,34.5,104
"12885",42920,2005-03-13,32.4,14,3,0,946.6,1011.8,6.2,31,95.5
"12886",42920,2005-03-14,34.2,14.4,2,0,945.8,1010.7,5.3,29.5,92
"12887",42920,2005-03-15,36.5,15.7,2,0,944.65,1009.1,6.05,27.5,96
"12888",42920,2005-03-16,37.4,16.8,2,0,944.65,1009.15,6.2,26.5,96
"12889",42920,2005-03-17,37.5,16.8,2,0,944.95,1009.45,6.4,27,98.5
"12890",42920,2005-03-18,37.4,19,3,0,944.25,1008.4,8.95,27,114
"12891",42920,2005-03-19,37.7,19,3,0,943.8,1008.05,8.6,28.5,112
"12892",42920,2005-03-20,38,20.5,3,0,944.3,1008.55,10.35,31,127.5
"12893",42920,2005-03-21,38.9,19.8,3,0,943.75,1008.2,7.65,25.5,105
"12894",42920,2005-03-22,36,18,6,0,943.2,1008.05,11.85,43,144
"12895",42920,2005-03-23,34.5,17,7,0,941.85,1007,9.55,43,126
"12896",42920,2005-03-24,31,14.2,6,0,943.1,1006.7,10.5,43,129
"12897",42920,2005-03-25,33.3,15.5,3,0,944.25,1008.8,6.9,27.5,101.5
"12898",42920,2005-03-26,35.8,17.7,3,0,944.65,1009,7.9,27,107
"12899",42920,2005-03-27,37.8,19,3,0,944.35,1008.7,7.65,25.5,104.5
"12900",42920,2005-03-28,36.9,18.4,5,0,943.4,1007.9,9.2,32,113.5
"12901",42920,2005-03-29,35.5,18.1,5,0,943.05,1007.65,7.4,27.5,103
"12902",42920,2005-03-30,35.8,18.4,5,0,941.9,1006.25,6.85,25.5,99
"12903",42920,2005-03-31,36,17.7,3,0,941.35,1005.5,0.6,16,64
"12904",42920,2005-04-01,37.2,17.4,3,0,942.05,1006.3,6.5,25.5,98
"12905",42920,2005-04-02,36.9,17.4,3,0,943.45,1007.6,7.2,25.5,103.5
"12906",42920,2005-04-03,39.1,18.4,2,0,943.9,1007.85,5.3,21.5,91
"12907",42920,2005-04-04,40,19.8,2,0,943.65,1007.6,4.6,19,85
"12908",42920,2005-04-05,39.6,18,2,0,943.45,1007.3,1,15.5,67.5
"12909",42920,2005-04-06,40,18.9,1,0,942.15,1006.05,11.65,30,137.5
"12910",42920,2005-04-07,40.2,22.1,3,3.8,941.5,1005.75,13.3,39.5,154
"12911",42920,2005-04-08,37.5,19.4,4,0,943.15,1007.75,6.95,32,109.5
"12912",42920,2005-04-09,36.1,15.5,5,0,943.45,1008.15,7.55,31,107
"12913",42920,2005-04-10,34.7,14.5,5,0,943.9,1008.55,5.35,31,99
"12914",42920,2005-04-11,35.7,15.7,3,0,943.95,1008.2,1.55,17.5,68.5
"12915",42920,2005-04-12,38,17.8,2,0,944.45,1008.4,2.85,17,75
"12916",42920,2005-04-13,39.2,19.5,3,0,945.2,1009.1,7.3,21,102
"12917",42920,2005-04-14,40.1,21.5,4,0,946.8,1011.15,14.4,42.5,168.5
"12918",42920,2005-04-15,36.7,21.1,4,0,946.3,1010.45,12.2,33,142.5
"12919",42920,2005-04-16,37.7,21.9,4,0,946.7,1010.95,12.1,32.5,141.5
"12920",42920,2005-04-17,38.6,20.7,4,0,945.8,1009.95,10.9,29.5,131
"12921",42920,2005-04-18,38.2,22,3,0,945.55,1009.6,6,24,99.5
"12922",42920,2005-04-19,39.3,18.3,3,0,945.65,1009.5,4.15,18.5,84
"12923",42920,2005-04-20,40,20.2,3,0,945.3,1009.05,5.5,19,91.5
"12924",42920,2005-04-21,40.4,21.2,3,0,944.7,1008.2,11.45,29,135
"12925",42920,2005-04-22,39,21.6,5,0,944.1,1008.45,14.25,39,162.5
"12926",42920,2005-04-23,37.7,25.6,4,0,944.4,1008.75,16.6,48,194
"12927",42920,2005-04-24,36.6,22.4,2,0,944,1008.35,15.55,42.5,177
"12928",42920,2005-04-25,36.6,22.2,3,0,944,1008.05,13.85,36,159
"12929",42920,2005-04-26,37.9,19,4,0,943.45,1007.9,11.2,32,133
"12930",42920,2005-04-27,38.5,18.4,3,5.6,942.6,1006.75,14.6,40.5,167.5
"12931",42920,2005-04-28,38.2,19.5,6,0,942.55,1006.7,12,34,140.5
"12932",42920,2005-04-29,38.1,19,6,0,941.4,1005.5,6,22.5,94.5
"12933",42920,2005-04-30,37.3,19,4,0,940.1,1003.95,14.2,37.5,162.5
"12934",42920,2005-05-01,37.6,20.4,5,0,941.2,1005,15.25,39.5,173.5
"12935",42920,2005-05-02,38,22,6,0,941.5,1006.05,18.9,58,220
"12936",42920,2005-05-03,37.9,20.3,3,12.7,941.25,1005.9,18.35,59,213
"12937",42920,2005-05-04,34.5,20.5,2,0,942.1,1007.45,20.4,78,241
"12938",42920,2005-05-05,34.5,19.4,3,0.8,941.6,1006.55,17.75,60,203.5
"12939",42920,2005-05-06,34.9,19.6,4,0.1,940.9,1005.25,17.9,54,206
"12940",42920,2005-05-07,35.2,21,7,0,940.7,1004.85,18.85,54,219
